pref_name_target	organism	assay_id	assay_type	relationship_type	relationship_desc	confidence_score	curated_by	description	activity_id	relation	value	units	type	standard_relation	standard_value	standard_units	standard_flag	standard_type	pchembl_value	activity_comment	data_validity_comment	potential_duplicate	text_value	standard_text_value	molregno	chembl_id	canonical_smiles	pref_name	parent_molregno	active_molregno	doc_id	pubmed_id	doi	journal	year	volume	first_page	src_short_name
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517892	=	7.86		Log 1/Ki	=	13.8	nM	1	Ki	7.86			0			161229	CHEMBL317757	CN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4ccc(F)cc4	DIFLUOROBENZTROPINE	161229	161229	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517893	=	7.41		Log 1/Ki	=	38.9	nM	1	Ki	7.41			0			1507535	CHEMBL2308105	Fc1ccc(cc1)C(O[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCc4ccccc4)c5ccc(F)cc5		1507535	1507535	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517894	=	7.63		Log 1/Ki	=	23.44	nM	1	Ki	7.63			0			1594775	CHEMBL3084884	CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccc(Cl)cc3)c4ccc(Cl)cc4		1594775	1594775	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517895	=	7.73		Log 1/Ki	=	18.62	nM	1	Ki	7.73			0			188004	CHEMBL327055	Fc1ccc(cc1)C(OC2CC3CCC(C2)N3CCOCc4cccs4)c5ccc(F)cc5		188004	188004	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517896	=	7.65		Log 1/Ki	=	22.39	nM	1	Ki	7.65			0			187615	CHEMBL325826	Fc1ccc(cc1)C(OC2CC3CCC(C2)N3CCOCc4ccccc4)c5ccc(F)cc5		187615	187615	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517897	=	6.64		Log 1/Ki	=	229.09	nM	1	Ki	6.64			0			188008	CHEMBL111928	Fc1ccc(cc1)C(OC2CC3CCC(C2)N3CCCOc4ccccc4)c5ccc(F)cc5		188008	188008	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517898	=	7.31		Log 1/Ki	=	48.98	nM	1	Ki	7.31			0			187537	CHEMBL326706	OCCOCCN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4ccc(F)cc4		187537	187537	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517899	=	6.18		Log 1/Ki	=	660.69	nM	1	Ki	6.18			0			188354	CHEMBL115710	Fc1ccc(cc1)C(OC2CC3CCC(C2)N3CCOCCN4CCOCC4)c5ccc(F)cc5		188354	188354	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517900	=	7.59		Log 1/Ki	=	25.7	nM	1	Ki	7.59			0			1594912	CHEMBL3085021	NCCN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccc(F)cc3)c4ccc(F)cc4		1594912	1594912	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517904	=	8.19		Log 1/Ki	=	6.457000000000001	nM	1	Ki	8.19			0			188352	CHEMBL115253	Fc1ccc(cc1)C(OC2CC3CCC(C2)N3CCNC(=O)c4ccccc4)c5ccc(F)cc5		188352	188352	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517905	=	8.09		Log 1/Ki	=	8.128	nM	1	Ki	8.09			0			187613	CHEMBL324518	Fc1ccc(cc1)C(OC2CC3CCC(C2)N3CCNCc4ccccc4)c5ccc(F)cc5		187613	187613	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517906	=	7.85		Log 1/Ki	=	14.13	nM	1	Ki	7.85			0			187579	CHEMBL112528	Fc1ccc(cc1)C(OC2CC3CCC(C2)N3CCNC(=O)c4cccnc4)c5ccc(F)cc5		187579	187579	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517907	=	8.3		Log 1/Ki	=	5.012	nM	1	Ki	8.3			0			1594911	CHEMBL3085020	Fc1ccc(cc1)C(O[C@H]2C[C@H]3CC[C@@H](C2)N3CCC(=O)Nc4ccccc4)c5ccc(F)cc5		1594911	1594911	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	307366	B	D	Direct protein target assigned	9	Expert	Ability of compound to inhibit dopamine uptake of receptor was determined	1517908	=	6.63		Log 1/Ki	=	234.42	nM	1	Ki	6.63			0			333370	CHEMBL370805	COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3	COCAINE	333370	333370	20972	15808487.0	10.1016/j.bmcl.2005.02.012	Bioorg. Med. Chem. Lett.	2005.0	15.0	2149.0	LITERATURE
Dopamine transporter	Homo sapiens	320747	B	D	Direct protein target assigned	9	Expert	Inhibition constant against dopamine transporter	1600116	=	6000.0	nM	Ki	=	6000.0	nM	1	Ki	5.22			0			2223	CHEMBL41	CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2	FLUOXETINE	2223	2223	30228	16220969.0	10.1021/jm058225d	J. Med. Chem.	2005.0	48.0	6523.0	LITERATURE
Dopamine transporter	Homo sapiens	320747	B	D	Direct protein target assigned	9	Expert	Inhibition constant against dopamine transporter	1617664	=	370.0	nM	Ki	=	370.0	nM	1	Ki	6.43			0			192908	CHEMBL1175	CNCC[C@H](Oc1cccc2ccccc12)c3cccs3	DULOXETINE	192908	192908	30228	16220969.0	10.1021/jm058225d	J. Med. Chem.	2005.0	48.0	6523.0	LITERATURE
Dopamine transporter	Homo sapiens	320794	B	D	Direct protein target assigned	9	Expert	Binding inhibition towards human dopamine transporter	1608914	=	1900.0	nM	Ki	=	1900.0	nM	1	Ki	5.72			0			2223	CHEMBL41	CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2	FLUOXETINE	2223	2223	30184	16162005.0	10.1021/jm0503291	J. Med. Chem.	2005.0	48.0	6023.0	LITERATURE
Dopamine transporter	Homo sapiens	320794	B	D	Direct protein target assigned	9	Expert	Binding inhibition towards human dopamine transporter	1608924	=	400.0	nM	Ki	=	400.0	nM	1	Ki	6.4			0			6643	CHEMBL490	Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3	PAROXETINE	6643	6643	30184	16162005.0	10.1021/jm0503291	J. Med. Chem.	2005.0	48.0	6023.0	LITERATURE
Dopamine transporter	Homo sapiens	320794	B	D	Direct protein target assigned	9	Expert	Binding inhibition towards human dopamine transporter	1608969	=	2100.0	nM	Ki	=	2100.0	nM	1	Ki	5.68			0			329003	CHEMBL196468	CN(C)C[C@H]1C[C@@H]1c2c[nH]c3ccc(cc23)C#N		329003	329003	30184	16162005.0	10.1021/jm0503291	J. Med. Chem.	2005.0	48.0	6023.0	LITERATURE
Dopamine transporter	Homo sapiens	320837	B	D	Direct protein target assigned	9	Expert	Inhibition of monoamine reuptake at dopamine transporter	1613794	=	13.0	nM	Ki	=	13.0	nM	1	Ki	7.89			0			330102	CHEMBL198275	CNCCCC1Cc2ccccc2N(C1=O)c3ccc(Cl)c(Cl)c3		330102	330102	30040	16137883.0	10.1016/j.bmcl.2005.07.038	Bioorg. Med. Chem. Lett.	2005.0	15.0	4432.0	LITERATURE
Dopamine transporter	Homo sapiens	329930	B	D	Direct protein target assigned	9	Expert	Binding affinity to DAT	1666808	=	407.4	nM	Ki	=	407.4	nM	1	Ki	6.39			0			335202	CHEMBL199824	[11CH3]Oc1ccc2cccc(N3CCN(CCCCN4N=CC(=O)N(C)C4=O)CC3)c2c1		1359076	1359076	30566	16392798.0	10.1021/jm050725j	J. Med. Chem.	2006.0	49.0	125.0	LITERATURE
Dopamine transporter	Homo sapiens	361258	B	D	Direct protein target assigned	9	Expert	Binding affinity to human DA transporter	1723464	=	1800.0	nM	Ki	=	1800.0	nM	1	Ki	5.75			0			349376	CHEMBL210514	COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c3oc(Oc4cc5c(CCC5(C)C)cc4C)cc3		349376	349376	31239	16722655.0	10.1021/jm060012g	J. Med. Chem.	2006.0	49.0	3362.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806391	=	34.0	nM	Ki	=	34.0	nM	1	Ki	7.47			0			367508	CHEMBL218997	O=C(NCCC[C@H]1C[C@H](Cc2ccccc2)CCN1)Nc3cccc(c3)C#N		367508	367508	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806415	=	31.0	nM	Ki	=	31.0	nM	1	Ki	7.51			0			367497	CHEMBL220766	CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2C(=N)N)cc(c1)C(=O)C		367497	367497	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806416	=	2082.0	nM	Ki	=	2082.0	nM	1	Ki	5.68			0			367496	CHEMBL384649	CCC(=O)N1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc3cc(cc(c3)C(=O)C)C(=O)C		367496	367496	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806417	=	1224.0	nM	Ki	=	1224.0	nM	1	Ki	5.91			0			367491	CHEMBL383879	CC(=O)N1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc3cc(cc(c3)C(=O)C)C(=O)C		367491	367491	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806419	=	931.0	nM	Ki	=	931.0	nM	1	Ki	6.03			0			367486	CHEMBL386493	CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC(F)F)cc(c1)C(=O)C		367486	367486	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806420	=	621.0	nM	Ki	=	621.0	nM	1	Ki	6.21			0			367481	CHEMBL220765	CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC#C)cc(c1)C(=O)C		367481	367481	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806421	=	651.0	nM	Ki	=	651.0	nM	1	Ki	6.19			0			367480	CHEMBL220713	CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCF)cc(c1)C(=O)C		367480	367480	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806422	=	2659.0	nM	Ki	=	2659.0	nM	1	Ki	5.58			0			367475	CHEMBL385607	CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC(=O)N)cc(c1)C(=O)C		367475	367475	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806423	=	754.0	nM	Ki	=	754.0	nM	1	Ki	6.12			0			367474	CHEMBL376737	CC(=O)CN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc3cc(cc(c3)C(=O)C)C(=O)C		367474	367474	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806424	=	609.0	nM	Ki	=	609.0	nM	1	Ki	6.21			0			367470	CHEMBL384199	CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCCO)cc(c1)C(=O)C		367470	367470	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806425	=	451.0	nM	Ki	=	451.0	nM	1	Ki	6.35			0			367469	CHEMBL218568	CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCO)cc(c1)C(=O)C		367469	367469	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806426	=	297.0	nM	Ki	=	297.0	nM	1	Ki	6.53			0			367560	CHEMBL218262	CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC=C)cc(c1)C(=O)C		367560	367560	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806427	=	157.0	nM	Ki	=	157.0	nM	1	Ki	6.8			0			367559	CHEMBL386073	CCCN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc3cc(cc(c3)C(=O)C)C(=O)C		367559	367559	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806428	=	2240.0	nM	Ki	=	2240.0	nM	1	Ki	5.65			0			367554	CHEMBL220801	CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCO)c1		367554	367554	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806429	=	855.0	nM	Ki	=	855.0	nM	1	Ki	6.07			0			367553	CHEMBL221903	CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC=C)c1		367553	367553	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806430	=	251.0	nM	Ki	=	251.0	nM	1	Ki	6.6			0			367543	CHEMBL220819	CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC4CC4)c1		367543	367543	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806431	=	756.0	nM	Ki	=	756.0	nM	1	Ki	6.12			0			367542	CHEMBL221067	CCCN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc3cccc(c3)C(=O)C		367542	367542	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
Dopamine transporter	Homo sapiens	424086	B	D	Direct protein target assigned	9	Expert	Inhibition of DAT	1806432	=	96.0	nM	Ki	=	96.0	nM	1	Ki	7.02			0			367537	CHEMBL218174	CN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc3cccc(c3)C(=O)C		367537	367537	34869	16931001.0	10.1016/j.bmcl.2006.08.012	Bioorg. Med. Chem. Lett.	2006.0	16.0	5695.0	LITERATURE
