description	pubmed_id	doi
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human cloned ERG	19222165.0	10.1021/jm8012618
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human cloned ERG	19222165.0	10.1021/jm8012618
Inhibition of human cloned ERG	19222165.0	10.1021/jm8012618
Inhibition of human cloned ERG	19222165.0	10.1021/jm8012618
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibitory concentration against human Kv11.1 ERG potassium channel	15686947.0	10.1016/j.bmcl.2004.11.071
Inhibition of human Potassium channel HERG	15380217.0	10.1016/j.bmcl.2004.07.056
Inhibition of human Potassium channel HERG	15380217.0	10.1016/j.bmcl.2004.07.056
Inhibition of human Potassium channel HERG	15380217.0	10.1016/j.bmcl.2004.07.056
Inhibition of human Potassium channel HERG	15380217.0	10.1016/j.bmcl.2004.07.056
Inhibitory activity against human Potassium channel HERG	15546728.0	10.1016/j.bmcl.2004.09.065
Inhibitory activity against human Potassium channel HERG	15546728.0	10.1016/j.bmcl.2004.09.065
Inhibitory activity against human Potassium channel HERG	15546728.0	10.1016/j.bmcl.2004.09.065
Inhibition of cardiac hERG	17350841.0	10.1016/j.bmcl.2007.02.066
Inhibition of human potassium channel HERG	16161992.0	10.1021/jm050598r
Inhibitory concentration against Potassium channel hERG	16102966.0	10.1016/j.bmcl.2005.06.101
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Binding to human ERG potassium channel	16332437.0	10.1016/j.bmcl.2005.11.052
Inhibitory activity against human hERG receptor expressed in HEK cells	16439123.0	10.1016/j.bmcl.2006.01.030
Inhibitory activity against human hERG receptor expressed in HEK cells	16439123.0	10.1016/j.bmcl.2006.01.030
Inhibitory activity against human hERG receptor expressed in HEK cells	16439123.0	10.1016/j.bmcl.2006.01.030
Inhibitory activity against human hERG receptor expressed in HEK cells	16439123.0	10.1016/j.bmcl.2006.01.030
Inhibitory activity against human hERG receptor expressed in HEK cells	16439123.0	10.1016/j.bmcl.2006.01.030
Inhibitory activity against human hERG receptor expressed in HEK cells	16439123.0	10.1016/j.bmcl.2006.01.030
Inhibitory activity against human hERG receptor expressed in HEK cells	16439123.0	10.1016/j.bmcl.2006.01.030
Inhibitory activity against human hERG receptor expressed in HEK cells	16439123.0	10.1016/j.bmcl.2006.01.030
Inhibitory activity against human hERG receptor expressed in HEK cells	16439122.0	10.1016/j.bmcl.2005.12.094
Inhibitory activity against human hERG receptor expressed in HEK cells	16439122.0	10.1016/j.bmcl.2005.12.094
Inhibitory activity against human hERG receptor expressed in HEK cells	16439122.0	10.1016/j.bmcl.2005.12.094
Inhibitory activity against human hERG receptor expressed in HEK cells	16439122.0	10.1016/j.bmcl.2005.12.094
Inhibitory activity against human hERG receptor expressed in HEK cells	16439122.0	10.1016/j.bmcl.2005.12.094
Inhibitory activity against human hERG receptor expressed in HEK cells	16439122.0	10.1016/j.bmcl.2005.12.094
Inhibitory activity against human hERG receptor expressed in HEK cells	16439122.0	10.1016/j.bmcl.2005.12.094
Inhibitory activity against human hERG receptor expressed in HEK cells	16439122.0	10.1016/j.bmcl.2005.12.094
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Binding affinity to hERG potassium channel	17125248.0	10.1021/jm060927v
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibitory activity against Potassium channel HERG	12747773.0	10.1021/jm0205651
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of cardiac hERG	17350841.0	10.1016/j.bmcl.2007.02.066
Inhibition of cardiac hERG	17350841.0	10.1016/j.bmcl.2007.02.066
Inhibition of cardiac hERG	17350841.0	10.1016/j.bmcl.2007.02.066
Binding affinity at hERG expressed in human embryonic kidney cells	17804227.0	10.1016/j.bmcl.2007.07.051
Binding affinity at hERG expressed in human embryonic kidney cells	17804227.0	10.1016/j.bmcl.2007.07.051
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human cloned ERG	19222165.0	10.1021/jm8012618
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Binding affinity to hERG	16750363.0	10.1016/j.bmcl.2006.05.049
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	12729675.0	10.1016/s0960-894x(03)00196-3
Inhibitory activity against Potassium channel HERG	12747773.0	10.1021/jm0205651
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of K+ channel activity in mammalian cells expressing HERG Kv11.1	12873512.0	10.1016/s0960-894x(03)00492-x
Inhibition of human hERG	20615696.0	10.1016/j.bmcl.2010.06.069
Inhibition of human hERG	21126876.0	10.1016/j.bmcl.2010.11.033
Inhibition of human hERG	21126876.0	10.1016/j.bmcl.2010.11.033
Inhibition of human hERG	21126876.0	10.1016/j.bmcl.2010.11.033
Inhibition of human hERG	21126876.0	10.1016/j.bmcl.2010.11.033
Inhibition of human hERG	24900235.0	10.1021/ml1001536
Inhibition of human hERG	20566291.0	10.1016/j.bmcl.2010.05.026
Inhibition of human hERG	20566291.0	10.1016/j.bmcl.2010.05.026
Inhibition of human hERG	20566291.0	10.1016/j.bmcl.2010.05.026
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Inhibition of human hERG	21942426.0	10.1021/jm200909u
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Inhibition of human hERG	22545772.0	10.1021/jm300310c
Inhibitory activity against human Potassium channel HERG	15808483.0	10.1016/j.bmcl.2005.02.030
Inhibition of human Potassium channel HERG expressed in mammalian cells	12873512.0	10.1016/s0960-894x(03)00492-x
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.		
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in Chinese hamster ovary cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in Chinese hamster ovary cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in Chinese hamster ovary cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in neuroblastoma cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
K+ channel blocking activity in Chinese hamster ovary cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in Chinese hamster ovary cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel)	15745831.0	10.1016/j.bmcl.2005.01.008
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	12190308.0	10.1021/jm0208875
